Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,KUK
Game Artist,J.62GIM00.027.2,Membuat Efek Visual (VFX),Merancang sistem partikel,emisi durasi partikel diatur
Game Artist,J.62GIM00.027.2,Membuat Efek Visual (VFX),Merancang sistem partikel,shader efek dibuat
Game Artist,J.62GIM00.027.2,Membuat Efek Visual (VFX),Merancang sistem partikel,efek diselaraskan gameplay.
Game Artist,J.62GIM00.028.2,Membuat Desain Antarmuka (UI),Merancang tata letak UI,wireframe antarmuka dibuat
Game Artist,J.62GIM00.028.2,Membuat Desain Antarmuka (UI),Merancang tata letak UI,aset visual ikontombol didesain
Game Artist,J.62GIM00.028.2,Membuat Desain Antarmuka (UI),Merancang tata letak UI,navigasi dipastikan userfriendly.
Game Artist,J.62GIM00.029.2,Membuat Level Environment,Menyusun komposisi level,aset diletakkan sesuai layout
Game Artist,J.62GIM00.029.2,Membuat Level Environment,Menyusun komposisi level,pencahayaan lighting diatur
Game Artist,J.62GIM00.029.2,Membuat Level Environment,Menyusun komposisi level,navigasi lingkungan diuji coba.
Game Artist,J.62GIM00.030.2,Membuat Desain Audio Game,Memproduksi aset suara,sfx bgm direkamdiedit
Game Artist,J.62GIM00.030.2,Membuat Desain Audio Game,Memproduksi aset suara,format file audio disesuaikan
Game Artist,J.62GIM00.030.2,Membuat Desain Audio Game,Memproduksi aset suara,kualitas audio diperiksa.
Programmer,J.62GIM00.034.2,Melakukan Integrasi Animasi,Mengatur Animation State Machine,klip animasi diimpor engine
Programmer,J.62GIM00.034.2,Melakukan Integrasi Animasi,Mengatur Animation State Machine,transisi antar animasi diatur
Programmer,J.62GIM00.034.2,Melakukan Integrasi Animasi,Mengatur Animation State Machine,logika pemicu trigger dihubungkan kode.
Programmer,J.62GIM00.035.2,Melakukan Integrasi Audio,Mengimplementasikan audio engine,audio listener ditempatkan
Programmer,J.62GIM00.035.2,Melakukan Integrasi Audio,Mengimplementasikan audio engine,sound mixer diatur volumenya
Programmer,J.62GIM00.035.2,Melakukan Integrasi Audio,Mengimplementasikan audio engine,pemicu suara dipasang event game.
Programmer,J.62GIM00.036.2,Melakukan Integrasi UI,Membangun fungsionalitas menu,canvas ui diatur skalanya
Programmer,J.62GIM00.036.2,Melakukan Integrasi UI,Membangun fungsionalitas menu,event klik tombol dihubungkan fungsi
Programmer,J.62GIM00.036.2,Melakukan Integrasi UI,Membangun fungsionalitas menu,data game ditampilkan layar hud.
Programmer,J.62GIM00.038.2,Mengimplementasikan AI,Membangun perilaku NPC,logika pengambilan keputusan dibuat
Programmer,J.62GIM00.038.2,Mengimplementasikan AI,Membangun perilaku NPC,pathfinding navmesh diimplementasikan
Programmer,J.62GIM00.038.2,Mengimplementasikan AI,Membangun perilaku NPC,ai diuji berbagai skenario.
Programmer,J.62GIM00.039.2,Mengimplementasikan Multiplayer,Membangun sinkronisasi data,arsitektur jaringan ditentukan
Programmer,J.62GIM00.039.2,Mengimplementasikan Multiplayer,Membangun sinkronisasi data,sinkronisasi posisi pemain dilakukan
Programmer,J.62GIM00.039.2,Mengimplementasikan Multiplayer,Membangun sinkronisasi data,latency ping dikelola.
Programmer,J.62GIM00.040.2,Mengimplementasikan Monetisasi,Integrasi layanan IAP,katalog produk toko disiapkan
Programmer,J.62GIM00.040.2,Mengimplementasikan Monetisasi,Integrasi layanan IAP,proses transaksi dihubungkan api
Programmer,J.62GIM00.040.2,Mengimplementasikan Monetisasi,Integrasi layanan IAP,validasi pembelian dilakukan.
Programmer,J.62GIM00.042.1,Membuat Struktur Data,Memilih tipe data yang efisien,struktur data dipilih sesuai kebutuhan
Programmer,J.62GIM00.042.1,Membuat Struktur Data,Memilih tipe data yang efisien,algoritma logika game dioptimasi
Programmer,J.62GIM00.042.1,Membuat Struktur Data,Memilih tipe data yang efisien,penggunaan memori dipantau.
Programmer,J.62GIM00.043.1,Menerapkan Mekanika Game,Membangun sistem interaksi,logika input kendali dibuat
Programmer,J.62GIM00.043.1,Menerapkan Mekanika Game,Membangun sistem interaksi,sistem collision tabrakan diterapkan
Programmer,J.62GIM00.043.1,Menerapkan Mekanika Game,Membangun sistem interaksi,aturan mekanika diimplementasikan.
Programmer,J.62GIM00.046.2,Melakukan Debugging,Mengidentifikasi kesalahan kode,error log dianalisis
Programmer,J.62GIM00.046.2,Melakukan Debugging,Mengidentifikasi kesalahan kode,langkah reproduksi bug ditemukan
Programmer,J.62GIM00.046.2,Melakukan Debugging,Mengidentifikasi kesalahan kode,perbaikan kode dilakukan divalidasi.
Programmer,J.62GIM00.047.2,Mengimplementasikan Optimasi,Melakukan profiling kinerja,bottleneck gpucpu dideteksi
Programmer,J.62GIM00.047.2,Mengimplementasikan Optimasi,Melakukan profiling kinerja,draw calls dikurangi
Programmer,J.62GIM00.047.2,Mengimplementasikan Optimasi,Melakukan profiling kinerja,load balancing dilakukan.
Game Designer,J.62GIM00.002.2,Membuat Mekanika Game,Menentukan aturan permainan,sistem tantangan didefinisikan
Game Designer,J.62GIM00.002.2,Membuat Mekanika Game,Menentukan aturan permainan,mekanisme reward ditentukan
Game Designer,J.62GIM00.002.2,Membuat Mekanika Game,Menentukan aturan permainan,parameter balancing awal dibuat.
Game Designer,J.62GIM00.003.2,Membuat Desain Level,Merancang alur permainan,flowchart level dibuat
Game Designer,J.62GIM00.003.2,Membuat Desain Level,Merancang alur permainan,penempatan rintangan dipetakan
Game Designer,J.62GIM00.003.2,Membuat Desain Level,Merancang alur permainan,pacing ritme level ditentukan.
Game Designer,J.62GIM00.004.2,Membuat Sistem Ekonomi Game,Merancang struktur ekonomi,sumber pendapatan pemain diatur
Game Designer,J.62GIM00.004.2,Membuat Sistem Ekonomi Game,Merancang struktur ekonomi,pengeluaran sink dirancang
Game Designer,J.62GIM00.004.2,Membuat Sistem Ekonomi Game,Merancang struktur ekonomi,inflasi game dihindari.
QA Tester,J.62GIM00.055.1,Membuat Rencana Pengujian,Menyusun strategi QA,cakupan fitur ditentukan
QA Tester,J.62GIM00.055.1,Membuat Rencana Pengujian,Menyusun strategi QA,jadwal testing dibuat
QA Tester,J.62GIM00.055.1,Membuat Rencana Pengujian,Menyusun strategi QA,metodologi pengujian dipilih.
QA Tester,J.62GIM00.056.1,Melakukan Pengujian Fungsional,Mengeksekusi test case,skenario uji dijalankan
QA Tester,J.62GIM00.056.1,Melakukan Pengujian Fungsional,Mengeksekusi test case,temuan penyimpangan dicatat
QA Tester,J.62GIM00.056.1,Melakukan Pengujian Fungsional,Mengeksekusi test case,laporan bug dikirim tim dev.
Project Manager,J.62GIM00.053.1,Mengelola Jadwal Produksi,Membuat timeline proyek,milestone produksi ditetapkan
Project Manager,J.62GIM00.053.1,Mengelola Jadwal Produksi,Membuat timeline proyek,deadline tiap sprint ditentukan
Project Manager,J.62GIM00.053.1,Mengelola Jadwal Produksi,Membuat timeline proyek,progress kerja dipantau berkala.
Project Manager,J.62GIM00.058.1,Mengelola Tim Pengembang,Melakukan koordinasi tim,tugas didistribusikan anggota
Project Manager,J.62GIM00.058.1,Mengelola Tim Pengembang,Melakukan koordinasi tim,konflik tim diselesaikan
Project Manager,J.62GIM00.058.1,Mengelola Tim Pengembang,Melakukan koordinasi tim,rapat sinkronisasi daily standup dilakukan.
Product Manager,J.62GIM00.054.2,Menuliskan Spesifikasi,Membuat User Story,kebutuhan fitur dijabarkan
Product Manager,J.62GIM00.054.2,Menuliskan Spesifikasi,Membuat User Story,acceptance criteria ditentukan
Product Manager,J.62GIM00.054.2,Menuliskan Spesifikasi,Membuat User Story,prioritas backlog diatur.
Technical Lead,J.62GIM00.049.1,Menganalisis Risiko Teknis,Pemetaan potensi kendala,limitasi hardware dianalisis
Technical Lead,J.62GIM00.049.1,Menganalisis Risiko Teknis,Pemetaan potensi kendala,risiko pihak ketiga plugin dievaluasi
Technical Lead,J.62GIM00.049.1,Menganalisis Risiko Teknis,Pemetaan potensi kendala,rencana mitigasi risiko dibuat.
Community Manager,J.62GIM00.061.1,Mengelola Komunitas,Membangun keterlibatan pemain,feedback pemain dikumpulkan
Community Manager,J.62GIM00.061.1,Mengelola Komunitas,Membangun keterlibatan pemain,pengumuman update dipublikasikan
Community Manager,J.62GIM00.061.1,Mengelola Komunitas,Membangun keterlibatan pemain,moderator komunitas dikelola.
Operasional Logistik,H.52LOG00.001.2,Menyusun Rencana Operasional Logistik,Mengidentifikasi kebutuhan operasional logistik,data permintaan pelanggan dikumpulkan
Operasional Logistik,H.52LOG00.001.2,Menyusun Rencana Operasional Logistik,Mengidentifikasi kebutuhan operasional logistik,kapasitas sumber daya internal diidentifikasi
Operasional Logistik,H.52LOG00.001.2,Menyusun Rencana Operasional Logistik,Mengidentifikasi kebutuhan operasional logistik,kendala operasional dipetakan.
Operasional Logistik,H.52LOG00.001.2,Menyusun Rencana Operasional Logistik,Menetapkan jadwal operasional,prioritas pengiriman ditentukan
Operasional Logistik,H.52LOG00.001.2,Menyusun Rencana Operasional Logistik,Menetapkan jadwal operasional,alokasi armada personel dijadwalkan
Operasional Logistik,H.52LOG00.001.2,Menyusun Rencana Operasional Logistik,Menetapkan jadwal operasional,rencana operasional disahkan atasan.
Gudang (Warehouse),H.52LOG00.002.2,Melaksanakan Penerimaan Barang,Menyiapkan dokumen penerimaan,dokumen pengiriman diperiksa kelengkapannya
Gudang (Warehouse),H.52LOG00.002.2,Melaksanakan Penerimaan Barang,Menyiapkan dokumen penerimaan,daftar cek checklist penerimaan disiapkan
Gudang (Warehouse),H.52LOG00.002.2,Melaksanakan Penerimaan Barang,Menyiapkan dokumen penerimaan,area bongkar muat dipastikan siap.
Gudang (Warehouse),H.52LOG00.002.2,Melaksanakan Penerimaan Barang,Melakukan verifikasi fisik barang,jumlah kondisi fisik barang dicocokkan dokumen
Gudang (Warehouse),H.52LOG00.002.2,Melaksanakan Penerimaan Barang,Melakukan verifikasi fisik barang,barang rusak tidak sesuai dipisahkan
Gudang (Warehouse),H.52LOG00.002.2,Melaksanakan Penerimaan Barang,Melakukan verifikasi fisik barang,berita acara penerimaan ditandatangani.
Gudang (Warehouse),H.52LOG00.003.2,Melaksanakan Penyimpanan Barang,Menentukan lokasi penyimpanan,karakteristik barang diidentifikasi suhuberatbahaya
Gudang (Warehouse),H.52LOG00.003.2,Melaksanakan Penyimpanan Barang,Menentukan lokasi penyimpanan,lokasi rakbin ditentukan sesuai sistem fifolifo
Gudang (Warehouse),H.52LOG00.003.2,Melaksanakan Penyimpanan Barang,Menentukan lokasi penyimpanan,label lokasi dipasang barang.
Gudang (Warehouse),H.52LOG00.004.2,Melaksanakan Administrasi Pergudangan,Melakukan pencatatan data barang,data mutasi barang dimasukkan sistemkartu stok
Gudang (Warehouse),H.52LOG00.004.2,Melaksanakan Administrasi Pergudangan,Melakukan pencatatan data barang,dokumen masukkeluar diarsipkan sesuai prosedur
Gudang (Warehouse),H.52LOG00.004.2,Melaksanakan Administrasi Pergudangan,Melakukan pencatatan data barang,laporan harian gudang disusun.
Gudang (Warehouse),H.52LOG00.005.2,Melakukan Stok Opname,Menyiapkan pelaksanaan stok opname,jadwal stok opname ditetapkan
Gudang (Warehouse),H.52LOG00.005.2,Melakukan Stok Opname,Menyiapkan pelaksanaan stok opname,tim pelaksana dibentuk
Gudang (Warehouse),H.52LOG00.005.2,Melakukan Stok Opname,Menyiapkan pelaksanaan stok opname,dokumen daftar stok stock list dicetak.
Gudang (Warehouse),H.52LOG00.005.2,Melakukan Stok Opname,Mencocokkan saldo fisik dengan saldo buku,perhitungan fisik dilakukan teliti
Gudang (Warehouse),H.52LOG00.005.2,Melakukan Stok Opname,Mencocokkan saldo fisik dengan saldo buku,selisih stok diidentifikasi penyebabnya
Gudang (Warehouse),H.52LOG00.005.2,Melakukan Stok Opname,Mencocokkan saldo fisik dengan saldo buku,laporan hasil stok opname dilaporkan manajemen.
Pengiriman (Shipping),H.52LOG00.006.2,Melaksanakan Pengiriman Barang,Menyiapkan barang untuk dikirim,barang diambil sesuai order picking
Pengiriman (Shipping),H.52LOG00.006.2,Melaksanakan Pengiriman Barang,Menyiapkan barang untuk dikirim,pengemasan packing dilakukan sesuai standar keamanan
Pengiriman (Shipping),H.52LOG00.006.2,Melaksanakan Pengiriman Barang,Menyiapkan barang untuk dikirim,label alamat pengiriman ditempelkan.
Pengiriman (Shipping),H.52LOG00.007.2,Mengelola Transportasi Logistik,Memilih moda transportasi,opsi moda daratlautudara dibandingkan biayanya
Pengiriman (Shipping),H.52LOG00.007.2,Mengelola Transportasi Logistik,Memilih moda transportasi,rute perjalanan paling efisien ditentukan
Pengiriman (Shipping),H.52LOG00.007.2,Mengelola Transportasi Logistik,Memilih moda transportasi,vendor transportasi dipilih berdasarkan kriteria.
Pengadaan (Procurement),H.52LOG00.008.2,Melakukan Pembelian Barang/Jasa,Menentukan spesifikasi kebutuhan,permintaan pembelian pr diverifikasi
Pengadaan (Procurement),H.52LOG00.008.2,Melakukan Pembelian Barang/Jasa,Menentukan spesifikasi kebutuhan,spesifikasi teknis barang disusun
Pengadaan (Procurement),H.52LOG00.008.2,Melakukan Pembelian Barang/Jasa,Menentukan spesifikasi kebutuhan,anggaran pembelian dipastikan tersedia.
Pengadaan (Procurement),H.52LOG00.008.2,Melakukan Pembelian Barang/Jasa,Melaksanakan proses pembelian,penawaran harga diminta pemasok
Pengadaan (Procurement),H.52LOG00.008.2,Melakukan Pembelian Barang/Jasa,Melaksanakan proses pembelian,seleksi pemasok dilakukan berdasarkan harga kualitas
Pengadaan (Procurement),H.52LOG00.008.2,Melakukan Pembelian Barang/Jasa,Melaksanakan proses pembelian,pesanan pembelian po diterbitkan.
Manajemen Logistik,H.52LOG00.012.2,Mengelola Biaya Logistik,Memantau pengeluaran biaya,biaya tetap biaya variabel dikelompokkan
Manajemen Logistik,H.52LOG00.012.2,Mengelola Biaya Logistik,Memantau pengeluaran biaya,realisasi biaya dibandingkan anggaran
Manajemen Logistik,H.52LOG00.012.2,Mengelola Biaya Logistik,Memantau pengeluaran biaya,efisiensi biaya diusulkan pimpinan.
Manajemen Logistik,H.52LOG00.015.2,Mengelola Hubungan dengan Pelanggan,Menangani keluhan pelanggan,keluhan pelanggan dicatat sistem
Manajemen Logistik,H.52LOG00.015.2,Mengelola Hubungan dengan Pelanggan,Menangani keluhan pelanggan,solusi atas keluhan dikoordinasikan tim terkait
Manajemen Logistik,H.52LOG00.015.2,Mengelola Hubungan dengan Pelanggan,Menangani keluhan pelanggan,kepuasan pelanggan penanganan diukur.
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menghitung parameter stok,safety stock dihitung berdasarkan fluktuasi permintaan
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menghitung parameter stok,titik pemesanan reorder point ditetapkan
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menghitung parameter stok,rasio perputaran stok inventory turnover dianalisis.
K3 Logistik,H.52LOG00.020.2,Menerapkan K3 di Lingkungan Kerja,Mengidentifikasi potensi bahaya,alat pelindung diri apd digunakan sesuai standar
K3 Logistik,H.52LOG00.020.2,Menerapkan K3 di Lingkungan Kerja,Mengidentifikasi potensi bahaya,ramburambu keselamatan dipasang area gudang
K3 Logistik,H.52LOG00.020.2,Menerapkan K3 di Lingkungan Kerja,Mengidentifikasi potensi bahaya,prosedur keadaan darurat dipahami seluruh staf.
Distribusi,H.52LOG00.022.2,Mengelola Pusat Distribusi,Mengoptimalkan alur barang,tata letak layout pusat distribusi diatur
Distribusi,H.52LOG00.022.2,Mengelola Pusat Distribusi,Mengoptimalkan alur barang,proses crossdocking diterapkan diperlukan
Distribusi,H.52LOG00.022.2,Mengelola Pusat Distribusi,Mengoptimalkan alur barang,kecepatan pengolahan pesanan dipantau.
Ekspor Impor,H.52LOG00.025.2,Mengurus Dokumen Ekspor-Impor,Menyiapkan dokumen pabean,invoice packing list divalidasi
Ekspor Impor,H.52LOG00.025.2,Mengurus Dokumen Ekspor-Impor,Menyiapkan dokumen pabean,pemberitahuan eksporimpor barang pebpib disiapkan
Ekspor Impor,H.52LOG00.025.2,Mengurus Dokumen Ekspor-Impor,Menyiapkan dokumen pabean,izin khusus impor diperiksa masa berlakunya.
Teknologi Logistik,H.52LOG00.028.2,Mengoperasikan Sistem Informasi Logistik,Memasukkan data ke dalam aplikasi,user login dilakukan sesuai hak akses
Teknologi Logistik,H.52LOG00.028.2,Mengoperasikan Sistem Informasi Logistik,Memasukkan data ke dalam aplikasi,data transaksi diinput akurat
Teknologi Logistik,H.52LOG00.028.2,Mengoperasikan Sistem Informasi Logistik,Memasukkan data ke dalam aplikasi,backup data dilakukan periodik.
Manajemen Rantai Pasok,H.52LOG00.030.2,Melakukan Kolaborasi Rantai Pasok,Membangun kemitraan dengan pemasok,target bersama pemasok ditetapkan
Manajemen Rantai Pasok,H.52LOG00.030.2,Melakukan Kolaborasi Rantai Pasok,Membangun kemitraan dengan pemasok,pertukaran informasi stok dilakukan realtime
Manajemen Rantai Pasok,H.52LOG00.030.2,Melakukan Kolaborasi Rantai Pasok,Membangun kemitraan dengan pemasok,evaluasi kinerja kemitraan dilakukan rutin.
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menganalisis kebutuhan persediaan,data historis pemakaian barang dikumpulkan
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menganalisis kebutuhan persediaan,tren permintaan pelanggan dianalisis
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menganalisis kebutuhan persediaan,lead time pengadaan barang diidentifikasi.
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menghitung parameter stok optimal,economic order quantity eoq dihitung
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menghitung parameter stok optimal,safety stock ditetapkan berdasarkan tingkat layanan
Inventory Control,H.52LOG00.018.2,Menentukan Tingkat Persediaan,Menghitung parameter stok optimal,reorder point rop ditentukan.
Admin Logistik,H.52LOG00.004.2,Melaksanakan Administrasi Pergudangan,Memproses dokumen pengeluaran barang,surat jalan delivery order divalidasi
Admin Logistik,H.52LOG00.004.2,Melaksanakan Administrasi Pergudangan,Memproses dokumen pengeluaran barang,picking list dicetak petugas gudang
Admin Logistik,H.52LOG00.004.2,Melaksanakan Administrasi Pergudangan,Memproses dokumen pengeluaran barang,status stok diperbarui sistem aplikasi.
Warehouse Supervisor,H.52LOG00.022.2,Mengelola Pusat Distribusi,Merencanakan tata letak gudang,ruang penyimpanan dialokasikan berdasarkan fastslow moving
Warehouse Supervisor,H.52LOG00.022.2,Mengelola Pusat Distribusi,Merencanakan tata letak gudang,jalur transportasi forklift diatur kelancaran alur
Warehouse Supervisor,H.52LOG00.022.2,Mengelola Pusat Distribusi,Merencanakan tata letak gudang,area karantina barang rusak ditentukan.
Warehouse Supervisor,H.52LOG00.022.2,Mengelola Pusat Distribusi,Mengawasi produktivitas kerja,kecepatan proses bongkar muat diukur
Warehouse Supervisor,H.52LOG00.022.2,Mengelola Pusat Distribusi,Mengawasi produktivitas kerja,akurasi pengambilan barang dipantau
Warehouse Supervisor,H.52LOG00.022.2,Mengelola Pusat Distribusi,Mengawasi produktivitas kerja,penggunaan peralatan kerja dipastikan sesuai sop.
Logistik Spesialis,H.52LOG00.031.2,Melakukan Analisis Rantai Pasok,Mengidentifikasi aliran nilai (Value Stream),titiktitik penambahan nilai diidentifikasi
Logistik Spesialis,H.52LOG00.031.2,Melakukan Analisis Rantai Pasok,Mengidentifikasi aliran nilai (Value Stream),aktivitas tidak bernilai tambah waste dipetakan
Logistik Spesialis,H.52LOG00.031.2,Melakukan Analisis Rantai Pasok,Mengidentifikasi aliran nilai (Value Stream),total lead time rantai pasok dihitung.
Logistik Spesialis,H.52LOG00.031.2,Melakukan Analisis Rantai Pasok,Memberikan rekomendasi perbaikan,usulan optimasi proses disusun
Logistik Spesialis,H.52LOG00.031.2,Melakukan Analisis Rantai Pasok,Memberikan rekomendasi perbaikan,analisis dampak risiko dilakukan
Logistik Spesialis,H.52LOG00.031.2,Melakukan Analisis Rantai Pasok,Memberikan rekomendasi perbaikan,laporan analisis dipresentasikan manajemen.
Purchasing Officer,H.52LOG00.009.2,Melakukan Evaluasi Kinerja Pemasok,Menentukan kriteria evaluasi,"parameter kualitas, harga, ketepatan waktu ditetapkan"
Purchasing Officer,H.52LOG00.009.2,Melakukan Evaluasi Kinerja Pemasok,Menentukan kriteria evaluasi,bobot penilaian setiap parameter ditentukan
Purchasing Officer,H.52LOG00.009.2,Melakukan Evaluasi Kinerja Pemasok,Menentukan kriteria evaluasi,periode evaluasi dijadwalkan.
Purchasing Officer,H.52LOG00.009.2,Melakukan Evaluasi Kinerja Pemasok,Menyusun laporan hasil evaluasi,skor kinerja pemasok dihitung
Purchasing Officer,H.52LOG00.009.2,Melakukan Evaluasi Kinerja Pemasok,Menyusun laporan hasil evaluasi,rekomendasi perpanjangan pemutusan kontrak dibuat
Purchasing Officer,H.52LOG00.009.2,Melakukan Evaluasi Kinerja Pemasok,Menyusun laporan hasil evaluasi,hasil evaluasi dikomunikasikan pemasok terkait.
Operator Logistik,H.52LOG00.019.2,Menangani Barang Berbahaya (B3),Mengidentifikasi jenis barang B3,simbol bahaya kemasan diperiksa
Operator Logistik,H.52LOG00.019.2,Menangani Barang Berbahaya (B3),Mengidentifikasi jenis barang B3,lembar data keselamatan msds dipelajari
Operator Logistik,H.52LOG00.019.2,Menangani Barang Berbahaya (B3),Mengidentifikasi jenis barang B3,peralatan penanganan khusus disiapkan.
Operator Logistik,H.52LOG00.019.2,Menangani Barang Berbahaya (B3),Melakukan penyimpanan barang B3,barang disimpan terpisah berdasarkan kelas bahaya
Operator Logistik,H.52LOG00.019.2,Menangani Barang Berbahaya (B3),Melakukan penyimpanan barang B3,ventilasi suhu ruangan diatur sesuai standar
Operator Logistik,H.52LOG00.019.2,Menangani Barang Berbahaya (B3),Melakukan penyimpanan barang B3,alat pemadam api dipastikan tersedia dekat lokasi.
Logistik Manager,H.52LOG00.040.2,Menyusun Kebijakan Manajemen Rantai Pasok,Menetapkan visi dan misi logistik,tujuan strategis perusahaan diidentifikasi
Logistik Manager,H.52LOG00.040.2,Menyusun Kebijakan Manajemen Rantai Pasok,Menetapkan visi dan misi logistik,kebijakan layanan pelanggan dirumuskan
Logistik Manager,H.52LOG00.040.2,Menyusun Kebijakan Manajemen Rantai Pasok,Menetapkan visi dan misi logistik,target performa jangka panjang ditetapkan.
Logistik Manager,H.52LOG00.040.2,Menyusun Kebijakan Manajemen Rantai Pasok,Mensosialisasikan kebijakan,kebijakan didokumentasikan formal
Logistik Manager,H.52LOG00.040.2,Menyusun Kebijakan Manajemen Rantai Pasok,Mensosialisasikan kebijakan,pertemuan koordinasi antar departemen dilaksanakan
Logistik Manager,H.52LOG00.040.2,Menyusun Kebijakan Manajemen Rantai Pasok,Mensosialisasikan kebijakan,mekanisme kepatuhan kebijakan ditetapkan.
Planner Logistik,H.52LOG00.041.2,Mengelola Perencanaan Permintaan,Mengumpulkan data permintaan,data penjualan masa lalu divalidasi
Planner Logistik,H.52LOG00.041.2,Mengelola Perencanaan Permintaan,Mengumpulkan data permintaan,informasi rencana promosi dikumpulkan
Planner Logistik,H.52LOG00.041.2,Mengelola Perencanaan Permintaan,Mengumpulkan data permintaan,input tim pemasaran penjualan diintegrasikan.
Planner Logistik,H.52LOG00.041.2,Mengelola Perencanaan Permintaan,Membuat proyeksi permintaan (Forecast),metode peramalan sesuai dipilih
Planner Logistik,H.52LOG00.041.2,Mengelola Perencanaan Permintaan,Membuat proyeksi permintaan (Forecast),angka proyeksi dihitung periode mendatang
Planner Logistik,H.52LOG00.041.2,Mengelola Perencanaan Permintaan,Membuat proyeksi permintaan (Forecast),akurasi ramalan dipantau berkala.
Dispatcher,H.52LOG00.007.2,Mengelola Transportasi Logistik,Melakukan penjadwalan armada,kapasitas angkut kendaraan dicocokkan volume barang
Dispatcher,H.52LOG00.007.2,Mengelola Transportasi Logistik,Melakukan penjadwalan armada,penugasan pengemudi dilakukan sesuai rute
Dispatcher,H.52LOG00.007.2,Mengelola Transportasi Logistik,Melakukan penjadwalan armada,waktu keberangkatan estimasi kedatangan diinput sistem.
Dispatcher,H.52LOG00.007.2,Mengelola Transportasi Logistik,Melakukan pemantauan perjalanan,posisi kendaraan dilacak realtime gps
Dispatcher,H.52LOG00.007.2,Mengelola Transportasi Logistik,Melakukan pemantauan perjalanan,kendala perjalanan macetrusak ditangani segera
Dispatcher,H.52LOG00.007.2,Mengelola Transportasi Logistik,Melakukan pemantauan perjalanan,status pengiriman diperbarui pelanggan.
Kurir/Driver,H.52LOG00.011.2,Melaksanakan Penyerahan Barang kepada Pelanggan,Melakukan konfirmasi kedatangan,pelanggan dihubungi tiba lokasi
Kurir/Driver,H.52LOG00.011.2,Melaksanakan Penyerahan Barang kepada Pelanggan,Melakukan konfirmasi kedatangan,identitas penerima barang diverifikasi
Kurir/Driver,H.52LOG00.011.2,Melaksanakan Penyerahan Barang kepada Pelanggan,Melakukan konfirmasi kedatangan,lokasi penurunan barang dipastikan aman.
Kurir/Driver,H.52LOG00.011.2,Melaksanakan Penyerahan Barang kepada Pelanggan,Menyelesaikan administrasi penyerahan,barang diserahkan sesuai jumlah dokumen
Kurir/Driver,H.52LOG00.011.2,Melaksanakan Penyerahan Barang kepada Pelanggan,Menyelesaikan administrasi penyerahan,tanda tangan stempel penerima diambil pod
Kurir/Driver,H.52LOG00.011.2,Melaksanakan Penyerahan Barang kepada Pelanggan,Menyelesaikan administrasi penyerahan,bukti penyerahan diunggahdiserahkan kantor.
Analyst Logistik,H.52LOG00.035.2,Mengelola Pengembalian Barang (Reverse Logistics),Memproses otorisasi pengembalian,alasan pengembalian diverifikasi rusaksalah kirim
Analyst Logistik,H.52LOG00.035.2,Mengelola Pengembalian Barang (Reverse Logistics),Memproses otorisasi pengembalian,persetujuan retur diterbitkan
Analyst Logistik,H.52LOG00.035.2,Mengelola Pengembalian Barang (Reverse Logistics),Memproses otorisasi pengembalian,instruksi penjemputan barang dikirim bagian transportasi.
Analyst Logistik,H.52LOG00.035.2,Mengelola Pengembalian Barang (Reverse Logistics),Menentukan disposisi barang retur,kondisi barang diperiksa tiba
Analyst Logistik,H.52LOG00.035.2,Mengelola Pengembalian Barang (Reverse Logistics),Menentukan disposisi barang retur,keputusan diambil perbaikanstok ulangmusnah
Analyst Logistik,H.52LOG00.035.2,Mengelola Pengembalian Barang (Reverse Logistics),Menentukan disposisi barang retur,pencatatan keuangankredit note diselesaikan.
Operasional Logistik,H.52LOG00.021.2,Melakukan Pengemasan (Packing),Menyiapkan material pengemas,jenis kemasan dipilih berdasarkan fragilitas barang
Operasional Logistik,H.52LOG00.021.2,Melakukan Pengemasan (Packing),Menyiapkan material pengemas,material pelindung bubble wrapdunnage disiapkan
Operasional Logistik,H.52LOG00.021.2,Melakukan Pengemasan (Packing),Menyiapkan material pengemas,alat potong perekat dipastikan berfungsi.
Operasional Logistik,H.52LOG00.021.2,Melakukan Pengemasan (Packing),Melaksanakan proses pengemasan,barang dimasukkan kemasan pelindung
Operasional Logistik,H.52LOG00.021.2,Melakukan Pengemasan (Packing),Melaksanakan proses pengemasan,segel keamanan dipasang
Operasional Logistik,H.52LOG00.021.2,Melakukan Pengemasan (Packing),Melaksanakan proses pengemasan,tanda instruksi penanganan fragilethis way up ditempelkan.
Freight Forwarder,H.52LOG00.026.2,Mengelola Pengiriman Barang Internasional,Menentukan rute internasional,pelabuhan muat bongkar diidentifikasi
Freight Forwarder,H.52LOG00.026.2,Mengelola Pengiriman Barang Internasional,Menentukan rute internasional,jadwal keberangkatan kapalpesawat dipastikan
